Name,Speaker,Display,Japanese,Translation,KR
e3511.nss,,,　その声に、促されるように――,At God's request—,신님이 말하는 대로...
e3511.nss,,,　俺は、発信ボタンに、指を触れた。,—I tap the Call button.,나는 통화 버튼을 눌렀다.
e3512.nss,,,,,
e3512.nss,,,　想いが、願いが、空の彼方へ飛んでいく。,My desperate wish transmits far beyond the furthest reaches of the sky.,"생각이, 소원이 하늘 저편으로 날아간다."
e3512.nss,,,　空間に、穴が――,There's a tear in the fabric of space—,하늘에 구멍이—
e3512.nss,,,　どこかともなく、生じ――,It opens out of nowhere—,난데없이 생겨나—
e3512.nss,,,　やがて、侵食し――,—and begins to invade—,이윽고 침식하여—
e3512.nss,,,　裏側から――,A faint signal—,뒤쪽부터—
e3512.nss,,,　微かな電波が――,—reaches out from beyond—,미미한 전파가—
e3512.nss,,,　線が集まり――,The lines gather—,점차 모여들어—
e3512.nss,,,　ラフが形作られ――,Sketches unfold—,선이 형태를 갖추고—
e3512.nss,,,　色がつき――,The colors blossom—,색이 생기더니—
e3512.nss,,,　セカイの――,The whole world—,세계의—
e3512.nss,,,　真ん中で――,The center of the universe—,중심에서—
e3512.nss,,,　バグが、生まれる。,—has a new glitch.,버그가 생긴다.
e3512.nss,Mukou Aoi,,「とうおるるるるるるるるるるるるるる……」,"""Boop boop boop boop boop boop boop boop boop boop boop boop boop boop boop...""","""두루루루 루루루루루 루루루루 루루루..."""
e3512.nss,,,　声がする。,I hear a voice.,목소리가 들린다.
e3512.nss,Mukou Aoi,,「とうおるるるるるるるるるるるるるる……」,"""Boop boop boop boop boop boop boop boop boop boop boop boop boop boop boop...""","""두루루루 루루루루루 루루루루 루루루..."""
e3512.nss,,CHOICE,"""それは、とても懐かしい、声""","""A very familiar voice.""","""익숙한 목소리"""
e3512.nss,Mukou Aoi,,「とうおるるるるるるるるるるるるるる……るる……」,"""Boop boop boop boop boop boop boop boop boop boop boop boop boop boop boop... boop boop...""","""두루루루 루루루루루 루루루루 루루루... 루루..."""
e3512.nss,,,　目の前に。,She appears.,눈앞에.
e3512.nss,,,　現実の姿で。,Right in front of my eyes.,현실의 모습으로.
e3512.nss,,,　彼女がいた。,And she's real.,그 애가 있었다.
e3512.nss,,,　……彼女？,...Do I know her?,...누구지?
e3512.nss,Mukou Aoi,,「………………」,"""......""","""......"""
e3512.nss,,,　焦点の合わない瞳で、こちらを見つめている彼女。,"She looks at me, eyes unfocused.",초점이 맞지 않는 눈으로 이쪽을 바라보고 있다.
e3512.nss,,,　その表情に、色は見えず――,Her expression is colorless—,그 표정에는 색이 없다.
e3512.nss,,CHOICE,"""アオイは、本当に――""","""Aoi...""","""아오이는 정말로..."""
e3512.nss,,CHOICE,"""俺を、憶えているのだろうか？""","""Does she even remember me?""","""나를 기억하고 있을까?"""
e3512.nss,,CHOICE,"""その疑問は――""","""But just then—""","""그 의문은..."""
e3512.nss,Mukou Aoi,,「……とどいた」,"""...Aoi made it...""","""...도착했어."""
e3512.nss,Mukou Aoi,,「シンイチ……の……ところに……」,"""Made it... back... to Shinichi...""","""신이치가... 있는 곳에..."""
e3512.nss,Mukou Aoi,,「ちゃんと……ちゃんと……」,"""Aoi... actually did it...""","""제대로... 제대로..."""
e3512.nss,Mukou Aoi,,「とど、いた……」,"""Thank... God...""","""도착했어..."""
e3512.nss,,,　彼女の瞳から、零れる涙。,Tears fall from her eyes.,두 눈에서 흘러내리는 눈물.
e3512.nss,,,　ゆっくり側に近づいて、その指先が、俺に触れる。,She slowly walks up to me... reaches out... and touches me.,천천히 옆으로 다가와 그 손끝이 나에게 닿았다.
e3512.nss,,,　全身に、びりっと、電気が走る。,A spark of electricity shoots through my body.,온몸에 찌릿찌릿 전기가 흘렀다.
e3512.nss,Susuki Shinichi,,「アオイ……？」,"""Aoi...?""","""아오이...?"""
e3512.nss,,,　なぜか、俺の唇が、彼女の名前を覚えている。,Why do I know her name?,어째서 내 입술이 그 이름을 기억하고 있는 거지?
e3512.nss,,,　なぜか、俺の瞳から、涙がこぼれ落ちる。,And why am I crying?,어째서 눈물이 흘러내리는 거지?
e3512.nss,,,　この涙は、一体――？,Why the hell am I crying...?,이 눈물은 도대체...?
e3512.nss,Mukou Aoi,,「アオイ、しってるの」,"""Aoi knows...""","""아오이 알고 있어..."""
e3512.nss,Mukou Aoi,,「それは……うれしなみだ、なの」,"""Those are happy tears.""","""그건... 기쁨의 눈물인 거야."""
e3512.nss,,,　混線する。,I'm so confused.,혼란스럽다.
e3512.nss,,,　あるはずのない、記憶が、流れ込んでくる。,"All these memories are flooding back...
Memories I never used to have...",있을 리 없는 기억이 흘러들어온다.
e3512.nss,,CHOICE,"""彼女の髪に見えるのは、ヘアピン""","""She's wearing a hairpin.""","""아오이 머리에 있는 것은 헤어핀"""
e3512.nss,,CHOICE,"""彼女に贈った、プレゼント""","""It's the same one I gave her.""","""내가 준 선물"""
e3512.nss,,CHOICE,"""間違いない""","""There's no mistaking it.""","""틀림없어"""
e3512.nss,,CHOICE,"""彼女は、あの――""","""It's really her...""","""이 애는..."""
e3512.nss,,CHOICE,"""俺と結ばれた、アオイだ""","""The same Aoi I made love to on the roof that night.""","""나와 맺어진 아오이다"""
e3512.nss,Sone Miyuki,,「心一ッ！！」,"""Shinichi!!!""","""신이치!!"""
e3512.nss,,CHOICE,"""大きな音が、屋上に響く。""","""A loud BANG echoes across the roof.""","""목소리가 옥상에 울려 퍼졌다"""
e3512.nss,Sone Miyuki,,「――――」,"""......""","""......"""
e3512.nss,,CHOICE,"""美雪は、アオイの姿を見つけ、絶句""","""Miyuki takes one look at Aoi and gapes.""","""미유키는 아오이의 모습을 발견하고 굳어버렸다"""
e3512.nss,,CHOICE,"""そのまま、動けない""","""She stands rooted to the spot.""","""그대로 움직임을 멈췄다"""
e3512.nss,,CHOICE,"""そんな友達へ、アオイは静かに声をかけた""","""Then Aoi calls out to her old friend.""","""그런 친구에게 아오이는 조용히 말을 걸었다"""
e3512.nss,Mukou Aoi,,「ミユキ」,"""Miyuki!""","""미유키."""
e3512.nss,Mukou Aoi,,「ただいまなの」,"""Aoi's home.""","""다녀왔어인 거야."""
e3512.nss,,CHOICE,"""一拍の間""","""There's a pause.""","""순간 정적"""
e3512.nss,Sone Miyuki,,「……おかえり」,"""...Welcome back.""","""...어서와."""
e3512.nss,,CHOICE,"""美雪は、やっと、絞り出すように言った""","""The words leave her lips in a small, strangled voice.""","""미유키는 가까스로 그 말을 꺼냈다"""
e3512.nss,Mukou Aoi,,「…………」,"""......""","""......"""
e3512.nss,Sone Miyuki,,「…………」,"""......""","""......"""
e3512.nss,,CHOICE,"""無言のまま、向き合うふたり""","""They stare at each other in silence.""","""말없이 바라보는 두 사람"""
e3512.nss,,CHOICE,"""物音はひとつもない""","""No one makes a sound.""","""아무런 소리도 들리지 않는다"""
e3512.nss,,CHOICE,"""ただ、時間だけが、流れていく""","""Time passes.""","""그저 시간만이 흘러간다"""
e3512.nss,Mukou Aoi,,「ミユキ」,"""Miyuki...""","""미유키..."""
e3512.nss,Mukou Aoi,,「もとのセカイに、もどるの」,"""Let's change the world back. Back to normal.""","""원래 세계로 돌아가는 거야."""
e3512.nss,Sone Miyuki,,「嫌」,"""No.""","""싫어."""
e3512.nss,Sone Miyuki,,「私、この記憶、なくせない」,"""I refuse to let go of my memories.""","""나, 이 기억을 없앨 수 없어."""
e3512.nss,Mukou Aoi,,「だめなの」,"""This is wrong.""","""안 되는 거야."""
e3512.nss,Mukou Aoi,,「このせかいは、まちがい」,"""Everything about this world is wrong.""","""이 세계는 틀렸어."""
e3512.nss,Sone Miyuki,,「……あなたが言うの？」,"""...As if you're one to talk.""","""...그 말을 네가 해?"""
e3512.nss,Sone Miyuki,,「私に、あの呪いをかけた、貴方が！？」,"""You're the one who put this curse on me, remember?!""","""내게 그 저주를 건 네가!?"""
e3512.nss,Sone Miyuki,,「ふざけないでッ！！」,"""Don't make me laugh!""","""웃기지 마!"""
e3512.nss,Mukou Aoi,,「ほんきなの」,"""This isn't a joke.""","""진심인 거야."""
e3512.nss,,CHOICE,"""今にも掴みかからんばかりの美雪""","""Miyuki looks ready to fight.""","""금방이라도 달려들 것 같은 미유키"""
e3512.nss,,CHOICE,"""だが、アオイは逃げなかった""","""But Aoi isn't backing down.""","""하지만 아오이는 도망치지 않았다"""
e3512.nss,Mukou Aoi,,「アオイは、まちがったの」,"""Aoi made a mistake.""","""아오이는 틀렸어."""
e3512.nss,Mukou Aoi,,「それで、ミユキをくるしめたの」,"""And that mistake hurt you.""","""그래서 미유키를 괴롭혔어."""
e3512.nss,Mukou Aoi,,「だからもう――くるしんで、ほしくない」,"""But Aoi doesn't want you to suffer anymore.""","""그러니까 더 이상... 괴롭지 않았으면 좋겠어."""
e3512.nss,Sone Miyuki,,「私が苦しんでる！？　冗談じゃない！」,"""I'm suffering, am I?! Give me a break!""","""내가 괴로워!? 농담하지 마!"""
e3512.nss,Sone Miyuki,,「私は、心一と一緒で、幸せ――」,"""I'm HAPPY here, just me and Shinichi—""","""나는 신이치랑 함께 행복..."""
e3512.nss,Mukou Aoi,,「うそなの」,"""Liar.""","""거짓말인 거야."""
e3512.nss,Mukou Aoi,,「ミユキだって、しってるの」,"""You know the truth.""","""미유키도 알고 있어."""
e3512.nss,Mukou Aoi,,「このセカイが、まちがいだって」,"""The world shouldn't be like this.""","""이 세계는 잘못됐다고."""
e3512.nss,Mukou Aoi,,「そのキオクが、あしかせになってるって」,"""And those memories are chaining you down.""","""그 기억이 족쇄가 되고 있다고."""
e3512.nss,Sone Miyuki,,「…………」,"""......""","""......"""
e3512.nss,,CHOICE,"""美雪は沈黙して答えない""","""Miyuki falls silent.""","""미유키는 침묵하고 있다"""
e3512.nss,Mukou Aoi,,「ゼッコウされても、しかたないの」,"""If you want to cut ties with me, fine.""","""절교당해도 어쩔 수 없어."""
e3512.nss,Mukou Aoi,,「でもミユキは、アオイのシンユウだって、おもってるの」,"""But to me, you're my best friend.""","""하지만 미유키는 아오이의 친구라고 생각해."""
e3512.nss,Mukou Aoi,,「だから、いうの」,"""That's why Aoi has to say this.""","""그러니까 말할게."""
e3512.nss,Mukou Aoi,,「ミユキ」,"""Miyuki...""","""미유키..."""
e3512.nss,Mukou Aoi,,「もとのセカイにもどるの」,"""We need to change the world back.""","""원래 세계로 돌아가자."""
e3512.nss,Mukou Aoi,,「アオイがカイヘンするまえの、もとのセカイに」,"""Back to the way it was before Aoi ever patched it.""","""아오이가 개변하기 전의 원래 세계로."""
e3512.nss,Mukou Aoi,,「それが、ミユキのためなの」,"""It's for your own good.""","""그게 미유키를 위한 거야."""
e3512.nss,,CHOICE,"""静かな、静かな、宣告に――""","""She speaks in a quiet voice.""","""조용한 선고에..."""
e3512.nss,Sone Miyuki,,「…………」,"""......""","""......"""
e3512.nss,,CHOICE,"""美雪はただ、沈黙するだけだった""","""Miyuki doesn't respond.""","""미유키는 그저 침묵하고 있다"""
e3512.nss,Mukou Aoi,,「アオイには、わかるの」,"""Aoi gets it.""","""아오이는 알아."""
e3512.nss,Mukou Aoi,,「アオイも、まえは、ゲームのデータをもってたから」,"""Aoi used to have access to the game data, too.""","""아오이도 전에는 게임 데이터를 가지고 있었으니까."""
e3512.nss,Mukou Aoi,,「もとのセカイにもどれば、セーブもロードもきかないの」,"""And Aoi knows, once we go back to the original world, we can't save or load anymore.""","""원래 세계로 돌아가면 세이브도 로드도 안 돼."""
e3512.nss,Mukou Aoi,,「いちどきりのこいなの」,"""We only get one shot at love.""","""한 번뿐인 사랑인 거야."""
e3512.nss,Mukou Aoi,,「しっぱいしたら、おわりなの」,"""One mistake and it's all over.""","""실패하면 끝인 거야."""
e3512.nss,Mukou Aoi,,「それが、ミユキは、こわいの」,"""And you're afraid of that.""","""그게 미유키는 무서운 거야."""
e3512.nss,Mukou Aoi,,「ミユキは、こわがってるの」,"""You're afraid, Miyuki.""","""미유키는 무서워하고 있어."""
e3512.nss,Sone Miyuki,,「――――ッ！」,"""—!""","""...!"""
e3512.nss,,CHOICE,"""美雪が、涙で、振り向いた""","""Miyuki looks back, eyes full of tears.""","""미유키는 눈물을 흘리며 돌아봤다"""
e3512.nss,Sone Miyuki,,「そうよ――！」,"""Yeah, and?!""","""그래!"""
e3512.nss,Sone Miyuki,,「怖いわよ。怖いに、決まってるでしょ！！」,"""Of course I'm scared! Why wouldn't I be?!""","""무서워, 당연히 무섭지!!"""
e3512.nss,Sone Miyuki,,「私は、信じたい！」,"""Obviously I want to believe!""","""나는 믿고 싶어!"""
e3512.nss,Sone Miyuki,,「君が、私を、好きになってくれるって！」,"""I want to believe that YOU'LL fall in love with me!""","""당신이 나를 좋아하게 된다고!"""
e3512.nss,Sone Miyuki,,「そう……信じたいの！　信じられるはずなの！」,"""Surely I can believe in that much, at least!""","""그래... 믿고 싶어! 믿을 수 있을 거야!"""
e3512.nss,Sone Miyuki,,"「信じたら……
　このセカイの、君との記憶をなくしても、いい」","""And if I do believe it...
then it doesn't matter if I lose the memories we shared here.""","
""믿으면... 이 세계의 당신과의 기억을 없애도 좋아."""
e3512.nss,Sone Miyuki,,"「元のセカイに……
　戻れる、はずなんだよ……でも……」","""So... it's not like we CAN'T go back... but...""","
""원래 세계로 돌아갈 수 있어... 하지만..."""
e3512.nss,,CHOICE,"""美雪は、戻れないでいる""","""Miyuki can't let go.""","""미유키는 돌아오지 못하고 있다."""
e3512.nss,,CHOICE,"""その理由は、きっと――""","""And it's probably because...""","""그 이유는 분명..."""
e3512.nss,,CHOICE,"""俺が、美雪を裏切ったから""","""I betrayed her.""","""내가 미유키를 배신했으니까"""
e3512.nss,,CHOICE,"""一度誓った永遠の愛に""","""I vowed my eternal love to her.""","""한 번 맹세한 영원한 사랑을"""
e3512.nss,,CHOICE,"""背く選択肢を、選んだから""","""And then I made choices that ran contrary to that vow.""","""배반하는 선택지를 골랐으니까"""
e3512.nss,Sone Miyuki,,「ねえ……お願い」,"""Please... just tell me...""","""저기... 부탁이야."""
e3512.nss,Sone Miyuki,,「君の、本当の気持ちを、聞かせて」,"""Tell me how YOU really feel.""","""당신의 진심을 말해줘."""
e3512.nss,,CHOICE,"""美雪が、俺に迫る""","""Miyuki rounds on me.""","""미유키가 나에게 다가온다"""
e3512.nss,,CHOICE,"""彼女をここまで追い詰めたのは、自分""","""I'm the one who drove her to the breaking point.""","""미유키를 여기까지 몰아세운 것은 나 자신"""
e3512.nss,,CHOICE,"""アオイに頼んでセカイを変えた――""","""I asked Aoi to change the world for my own sake.""","""아오이에게 부탁해 세계를 바꿨다"""
e3512.nss,,CHOICE,"""俺には、責任がある""","""So the fault lies with me.""","""나에게는 책임이 있다"""
e3512.nss,,CHOICE,"""それはわかっている""","""I know that.""","""그건 알고 있다"""
e3512.nss,,CHOICE,"""けど――""","""But...""","""하지만..."""
e3512.nss,Mukou Aoi,,「だいじょうぶなの」,"""It's okay.""","""괜찮은 거야."""
e3512.nss,,,　アオイは、強張った笑みを浮かべて、言った。,Aoi smiles stiffly.,아오이는 굳은 미소를 지으며 말했다.
e3512.nss,Mukou Aoi,,「アオイは、もう、きえるの」,"""Aoi is going to disappear anyway.""","""아오이는 곧 사라져."""
e3512.nss,,CHOICE,"""今、呼び戻されたばかりなのに――""","""Wait... But I only just brought her back!""","""지금 막 불러왔는데..."""
e3512.nss,,CHOICE,"""アオイが、消える？""","""Now she's going to disappear again?""","""아오이가 사라져?"""
e3512.nss,Mukou Aoi,,「アオイはカミサマのアバター」,"""Aoi is an avatar of God.""","""아오이는 신님의 아바타."""
e3512.nss,Mukou Aoi,,「セカイをロールバックするには」,"""In order to roll back the universe...""","""세계를 롤백하려면..."""
e3512.nss,Mukou Aoi,,「カミサマとツウシンして、キオクを、ドウキするの」,"""Aoi has to transmit to God and sync my memories.""","""신님과 통화해서 기억을 동기화해야 돼."""
e3512.nss,,CHOICE,"""同期――？""","""Sync...?""","""동기화...?"""
e3512.nss,,CHOICE,"""嫌な予感がする""","""I don't like the sound of that.""","""안 좋은 예감이 든다"""
e3512.nss,,CHOICE,"""彼女の恋愛感情が、バグ""","""Her love towards me is a glitch.""","""아오이의 연애 감정은 버그"""
e3512.nss,,CHOICE,"""だから、その理由を知りたい""","""And it ought to be investigated.""","""그래서 그 이유를 알고 싶었다"""
e3512.nss,,CHOICE,"""そう、カミサマは言っていた。でも――""","""That's what God was saying, at least... but...""","""그래, 신님이 말했다. 하지만..."""
e3512.nss,,CHOICE,"""彼女の感情は、同期を逃れたから生まれた""","""Her feelings came about as a result of remaining unsynced.""","""아오이의 감정은 동기화를 피했기 때문에 생겨났다"""
e3512.nss,,CHOICE,"""もし、世界を変えるため――""","""If we really do reset the world...""","""만약 세계를 바꾸기 위해..."""
e3512.nss,,CHOICE,"""アオイが、カミサマと記憶を同期したら？""","""What will happen when Aoi syncs her memories with God?""","""아오이가 신님과 기억을 동기화한다면?"""
e3512.nss,Mukou Aoi,,「そうなの」,"""It's exactly what you think.""","""그런 거야."""
e3512.nss,Mukou Aoi,,「キオクをドウキすると、バグ、きえるの」,"""When my memories are synced, the bugs will disappear.""","""기억을 동기화하면 버그, 사라져."""
e3512.nss,Mukou Aoi,,「アオイのこのカンジョウは」,"""And my feelings...""","""아오이의 이 감정은..."""
e3512.nss,Mukou Aoi,,「ヒロインの、たくさんのキオクのひとつになって」,"""They'll merge with all the other heroines' memories...""","""히로인의 수많은 기억 중 하나가 되어..."""
e3512.nss,Mukou Aoi,,「うもれるの」,"""...and be lost.""","""...없어져."""
e3512.nss,,CHOICE,"""そんなの――""","""No—""","""그럴 수가..."""
e3512.nss,Mukou Aoi,,「いいの」,"""It's okay.""","""괜찮아."""
e3512.nss,Mukou Aoi,,「アオイは、きえるために、このセカイにもどったの」,"""Aoi came back to this world prepared to disappear again.""","""아오이는 사라지기 위해 이 세계에 돌아왔어."""
e3512.nss,Mukou Aoi,,「ほおをながれるこのなみだも、すぐに、かわくの」,"""These tears on my cheeks will dry up.""","""뺨에 흐르는 이 눈물도 곧 말라버려."""
e3512.nss,Mukou Aoi,,「それが、バツなの」,"""That's my punishment.""","""그게 벌인 거야."""
e3512.nss,Mukou Aoi,,「シンユウの、ミユキを、きずつけた、バツ」,"""It's what I get for hurting my best friend Miyuki.""","""친구인 미유키를 상처입힌 벌."""
e3512.nss,,CHOICE,"""アオイの瞳から涙は止まらない""","""The tears keep flowing down her cheeks.""","""아오이의 눈물은 멈추지 않는다"""
e3512.nss,,CHOICE,"""嬉しい涙なわけが、ない""","""No way in hell these are happy tears.""","""기쁨의 눈물일 리가 없다"""
e3512.nss,,CHOICE,"""彼女の感情が、バグ？""","""Her emotions are a glitch?""","""아오이의 감정이 버그?"""
e3512.nss,,CHOICE,"""感情を消すのが、正しいこと？""","""And erasing them is supposedly the correct thing to do?""","""감정을 지우는 게 옳은 거야?"""
e3512.nss,,CHOICE,"""そんなわけが――""","""That can't be right!""","""그럴 리가..."""
e3512.nss,Mukou Aoi,,「おねがい、して、いい？」,"""Will you... do me a favor?""","""부탁... 해도 돼?"""
e3512.nss,Mukou Aoi,,「もし、アオイがこのセカイからきえても」,"""Even if Aoi disappears from this world...""","""만약 아오이가 이 세계에서 사라져도..."""
e3512.nss,Mukou Aoi,,「もし、このセカイがニセモノで、ただのゲームでも」,"""Even if this world is fake, or just a game...""","""만약 이 세계가 가짜고, 그냥 게임이더라도..."""
e3512.nss,Mukou Aoi,,「もし、ベツのセカイにうまれかわって、ちがうヒロインになっても」,"""Even if Aoi's reborn in a different world as a different girl...""","""만약 다른 세계에서 다시 태어나 다른 히로인이 되어도..."""
e3512.nss,Mukou Aoi,,「キミと、アオイは、むすばれた」,"""It doesn't change the fact that we were together.""","""당신과 아오이는 맺어졌다."""
e3512.nss,Mukou Aoi,,「そのジジツがのこれば、それでいいの」,"""As long as that fact remains, that's all Aoi needs.""","""그 사실만 남으면 그걸로 좋아."""
e3512.nss,Mukou Aoi,,「それだけは、リアルなの」,"""That's all it takes to make it real.""","""그것만은 진짜인 거야."""
e3512.nss,Mukou Aoi,,「それだけで、アオイは、むくわれるの」,"""And that's enough reward for me.""","""그걸로도 아오이는 보답 받는 거야."""
e3512.nss,Mukou Aoi,,「だから――」,"""So...""","""그러니까..."""
e3512.nss,Mukou Aoi,,「アオイを……スキって、いって」,"""Just... tell me you love me...""","""아오이를... 좋아한다고 해줘..."""
e3512.nss,,CHOICE,"""アオイが、俺に懇願する""","""Aoi begs me desperately.""","""아오이가 내게 간청했다"""
e3512.nss,,CHOICE,"""彼女はこのセカイを元に戻す""","""She's going to set the world right again.""","""아오이는 이 세계를 원래대로 되돌린다"""
e3512.nss,,CHOICE,"""親友の美雪を、救うために""","""All to save her best friend Miyuki.""","""친구인 미유키를 구하기 위해"""
e3512.nss,,CHOICE,"""だからアオイは、消えなければならない""","""And in so doing, Aoi has to disappear.""","""그러기 위해 아오이는 사라져야 한다"""
e3512.nss,,CHOICE,"""そんな彼女の最後の願い""","""This is her final request.""","""그런 아오이의 마지막 소원"""
e3512.nss,,CHOICE,"""それはきっと、叶うべきで――""","""And I ought to grant it—""","""그것은 반드시 이뤄져야 한다"""
e3512.nss,Sone Miyuki,,「――――」,"""......""","""......"""
e3512.nss,,CHOICE,"""美雪と――""","""Miyuki...""","""미유키와..."""
e3512.nss,Mukou Aoi,,「――――」,"""......""","""......"""
e3512.nss,,CHOICE,"""アオイ――""","""...and Aoi...""","""아오이..."""
e3512.nss,,CHOICE,"""ふたりが、ただ、こちらを見つめる""","""...are both looking at me wordlessly.""","""두 사람이 그저 이쪽을 바라보고 있다"""
e3512.nss,,,　……さあ。,...Welp.,...자.
e3512.nss,,,　なすべきことは、わかっているだろう？,Looks like YOU know what YOU have to do.,해야 할 일은 알고 있지?
e3512.nss,,CHOICE,"""わかっている""","""Yeah.""","""알고 있다"""
e3512.nss,,,　全ての元凶は、君だ。,YOU'RE the root of all this.,모든 원흉은 당신이다.
e3512.nss,,CHOICE,"""知っている""","""I know.""","""알고 있다"""
e3512.nss,,,　美雪と結ばれるために、セカイを変えた。,YOU changed the world in order to be with Miyuki.,미유키와 맺어지기 위해 세계를 바꿨다.
e3512.nss,,CHOICE,"""そうだ""","""Yeah.""","""알고 있다"""
e3512.nss,,,　アオイと結ばれるために、美雪を裏切った。,And YOU betrayed Miyuki in order to be with Aoi.,아오이와 맺어지기 위해 미유키를 배신했다.
e3512.nss,,CHOICE,"""その通りだ""","""Yeah, I did.""","""그래"""
e3512.nss,,,　これ以上、彼女たちは裏切れない。,YOU can't betray them again.,더 이상 두 사람을 배신할 수 없다.
e3512.nss,,CHOICE,"""わかってる""","""I know.""","""그래"""
e3512.nss,,,　本当に、わかっているのか？,Do YOU? Are YOU sure?,정말로 알고 있는 거야?
e3512.nss,,,　君には、俺の声が聞こえるだろう？,"YOU can hear me, right?",당신에게는 내 목소리가 들리지?
e3512.nss,,,　ずっと一緒に過ごしてきた、主人公の俺の、心の声が。,"It's me, the protagonist—the one who's been by YOUR side through it all.",계속 함께 지내온 주인공인 나의 마음의 목소리가.
e3512.nss,,CHOICE,"""主人公の――声？""","""Is that you, Shinichi?""","""주인공의 목소리?"""
e3512.nss,,,　ああ、そうだ。,Yeah.,그래.
e3512.nss,,,　俺もただ、操られっぱなしなわけじゃない。,"I'm not just a puppet, YOU know.",나도 그저 조종당하기만 한 건 아니야.
e3512.nss,,,　混線した電波が、記憶を垣間見せてくれた。,All the crossed wires from the transmission have let me see some of the old memories.,혼선된 전파가 기억을 엿보게 해줬어.
e3512.nss,,,　カミサマが、主人公の俺に教えてくれたんだ。,And God spoke to me.,신님이 주인공인 나에게 가르쳐줬어.
e3512.nss,,,　今まで君が、何をしてきたか。,They told me everything YOU'VE done.,지금까지 당신이 무슨 짓을 했는지.
e3512.nss,,,　どうして君は、ここまで、最後の選択肢に悩むのか。,And why YOU'RE hesitating to make this final choice.,어째서 당신은 마지막까지 선택지를 고민하는 거지.
e3512.nss,,,　セーブなんて、できない。,YOU can't save.,세이브는 할 수 없어.
e3512.nss,,,　やり直しなんて、きかない。,YOU can't try again.,다시 하는 것도 안 돼.
e3512.nss,,,　それは、美雪やアオイに対する裏切りだ。,"After all, that would be tantamount to betraying them.",그건 미유키나 아오이에 대한 배신이다.
e3512.nss,,,　君は、この選択肢を、一度しか選べない。,So YOU can only make this choice once.,당신은 이 선택지를 한 번밖에 선택할 수 없어.
e3512.nss,,,　美雪と、アオイ、どちらかの結末しか見られない。,"YOU can only reach one ending, with either Miyuki or Aoi.",미유키와 아오이. 둘 중 하나의 결말밖에 볼 수 없어.
e3512.nss,,,　そういう風に、スクリプトが組んである。,That's how this game is scripted.,그런 식으로 스크립트가 짜여 있어.
e3512.nss,,,　そういう風に、このセカイはできている。,That's how this world is coded.,그런 식으로 세계는 구성되어 있어.
e3512.nss,,,　セーブデータを退避させる？,YOU could always make backup copies of your save data.,세이브 데이터를 복사해 둔다고?
e3512.nss,,,　ゲームを再インストールする？,Or reinstall the game.,게임을 재설치한다고?
e3512.nss,,,　どんな手を使ってでも、両方のエンディングを見る？,YOU could use any number of methods to see both endings.,무슨 수를 써서도 양쪽 엔딩을 볼 거야?
e3512.nss,,,　いいだろう。,Go ahead.,좋아.
e3512.nss,,,　それは君の自由だ。,YOU'RE free to do as YOU wish.,그건 당신의 자유야.
e3512.nss,,,　ただの主人公の俺には、止めることができない。,I'm just the protagonist. I can't stop YOU.,그저 주인공인 나는 막을 수 없어.
e3512.nss,,,　カミサマだって、阻止できやしないだろう。,"Not even God can stop YOU, I imagine.",신님이라도 막을 수 없겠지.
e3512.nss,,,　でも、これだけは言っておく。,But let me just say this.,하지만 이것만큼은 말해둘게.
e3512.nss,,,　それは、美雪に対する裏切りだ。,"If YOU do that, YOU'RE betraying Miyuki.",그건 미유키에 대한 배신이야.
e3512.nss,,,　それは、アオイに対する冒涜だ。,"If YOU do that, YOU'RE desecrating Aoi.",그건 아오이에 대한 모독이야.
e3512.nss,,,　君が、本当に彼女たちを想うなら――,If YOU truly care for them—,당신이 정말로 저 애들을 생각한다면...
e3512.nss,,,　君が、正しい結末を迎えるなら――,If YOU want to see them live happily ever after—,당신이 올바른 결말을 맞이한다면...
e3512.nss,,,　選択肢を選べるのは、一度きりだ。,Then YOU can only make this choice once.,선택지를 고를 수 있는 것은 한 번뿐이다.
e3512.nss,,CHOICE,"""一度きり――""","""Once.""","""한 번뿐"""
e3512.nss,,CHOICE,"""その言葉を、心の中で繰り返して""","""The word reverberates in my chest.""","""그 말을 마음속에서 반복해서..."""
e3512.nss,,CHOICE,"""指が、少しずつ、汗ばむ""","""My hands start to sweat.""","""손에 조금씩 땀이 난다"""
e3512.nss,,CHOICE,"""瞬きが、多くなってしまう""","""I keep blinking nervously.""","""눈을 계속 깜빡이게 된다"""
e3512.nss,,CHOICE,"""自分の呼吸が、うるさいくらいに聞こえる""","""I'm breathing loudly... too loudly.""","""스스로의 호흡이 시끄럽게 느껴진다"""
e3512.nss,Sone Miyuki,,「お願い――」,"""Please...""","""부탁해..."""
e3512.nss,,CHOICE,"""美雪が俺に詰め寄る""","""Miyuki moves in closer.""","""미유키가 내게 다가온다"""
e3512.nss,,CHOICE,"""彼女の愛を縛ったのは、自分""","""I'm the one who bound her fate to mine.""","""미유키와 사랑을 맹세한 것은 나 자신"""
e3512.nss,Mukou Aoi,,「おねがいなの……」,"""Please...""","""부탁인 거야..."""
e3512.nss,,CHOICE,"""アオイが俺に縋り来る""","""Aoi clings to me.""","""아오이가 내게 매달린다"""
e3512.nss,,CHOICE,"""彼女に愛を教えたのは、自分""","""I'm the one who taught her how to love.""","""아오이에게 사랑을 가르친 것은 나 자신"""
e3512.nss,,,　さあ、選ぶんだ。,Now YOU must choose.,"자, 선택하는 거야."
